0	-0.000	-25.020	0.089	-0.389	8.000	-35.020
1	-0.000	-25.020	0.056	-0.389	5.000	-35.020
2	-0.000	-25.020	0.022	-0.389	2.000	-35.020
3	-0.000	-25.020	-0.011	-0.389	-1.000	-35.020
4	-0.000	-25.020	-0.044	-0.389	-4.000	-35.020
5	-0.000	-25.020	-0.078	-0.389	-7.000	-35.020
6	-0.000	-25.020	-0.111	-0.389	-10.000	-35.020
7	-0.000	-25.020	-0.111	-0.356	-10.000	-32.020
8	-0.000	-25.020	-0.078	-0.356	-7.000	-32.020
9	-0.000	-25.020	-0.044	-0.356	-4.000	-32.020
10	-0.000	-25.020	-0.011	-0.356	-1.000	-32.020
11	-0.000	-25.020	0.022	-0.356	2.000	-32.020
12	-0.000	-25.020	0.056	-0.356	5.000	-32.020
13	-0.000	-25.020	0.089	-0.356	8.000	-32.020
14	-0.000	-25.020	0.089	-0.322	8.000	-29.020
15	-0.000	-25.020	0.056	-0.322	5.000	-29.020
16	-0.000	-25.020	0.022	-0.322	2.000	-29.020
17	-0.000	-25.020	-0.011	-0.322	-1.000	-29.020
18	-0.000	-25.020	-0.044	-0.322	-4.000	-29.020
19	-0.000	-25.020	-0.078	-0.322	-7.000	-29.020
20	-0.000	-25.020	-0.111	-0.322	-10.000	-29.020
21	-0.000	-25.020	-0.111	-0.289	-10.000	-26.020
22	-0.000	-25.020	-0.078	-0.289	-7.000	-26.020
23	-0.000	-25.020	-0.044	-0.289	-4.000	-26.020
24	-0.000	-25.020	-0.011	-0.289	-1.000	-26.020
25	-0.000	-25.020	0.022	-0.289	2.000	-26.020
26	-0.000	-25.020	0.056	-0.289	5.000	-26.020
27	-0.000	-25.020	0.089	-0.289	8.000	-26.020
28	-0.000	-25.020	0.089	-0.256	8.000	-23.020
29	-0.000	-25.020	0.056	-0.256	5.000	-23.020
30	-0.000	-25.020	0.022	-0.256	2.000	-23.020
31	-0.000	-25.020	-0.011	-0.256	-1.000	-23.020
32	-0.000	-25.020	-0.044	-0.256	-4.000	-23.020
33	-0.000	-25.020	-0.078	-0.256	-7.000	-23.020
34	-0.000	-25.020	-0.111	-0.256	-10.000	-23.020
35	-0.000	-25.020	-0.111	-0.222	-10.000	-20.020
36	-0.000	-25.020	-0.078	-0.222	-7.000	-20.020
37	-0.000	-25.020	-0.044	-0.222	-4.000	-20.020
38	-0.000	-25.020	-0.011	-0.222	-1.000	-20.020
39	-0.000	-25.020	0.022	-0.222	2.000	-20.020
40	-0.000	-25.020	0.056	-0.222	5.000	-20.020
41	-0.000	-25.020	0.089	-0.222	8.000	-20.020
42	-0.000	-25.020	0.089	-0.189	8.000	-17.020
43	-0.000	-25.020	0.056	-0.189	5.000	-17.020
44	-0.000	-25.020	0.022	-0.189	2.000	-17.020
45	-0.000	-25.020	-0.011	-0.189	-1.000	-17.020
46	-0.000	-25.020	-0.044	-0.189	-4.000	-17.020
47	-0.000	-25.020	-0.078	-0.189	-7.000	-17.020
48	-0.000	-25.020	-0.111	-0.189	-10.000	-17.020
